id,name,type,typecode,lng,lat
B0KAHL2L9F,网鱼电竞酒店(天津之眼店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18184387396775,39.1483970696861
B0JBSSQIDA,雅米·眠设计酒店(天津之眼古文化街店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18097774761658,39.14514148289408
B0FFIV4WG1,天津建宾酒店,住宿服务;宾馆酒店;宾馆酒店,100100,117.1822449907391,39.14517471010489
B0G1DLI9WD,津生缘公寓(天津古文化街7号店),住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所,100100|100200,117.1805972491229,39.14371366132488
B0FFFA8FQE,天津泛太平洋大酒店,住宿服务;宾馆酒店;五星级宾馆,100102,117.18506165183796,39.14709547815059
B0FFKUS8M3,7天优品酒店(天津古文化街天津之眼店),住宿服务;宾馆酒店;经济型连锁酒店,100105,117.18735934156041,39.14872942722267
B0L1K5US7Z,宇庭臻选酒店(天津之眼古文化街旅游区店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18329283238394,39.14515956198417
B0FFKJE2WI,漫语时光精品民宿(天津之眼店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18175031583019,39.143598781074814
B0FFJE7TJV,天津情有独钟民宿,住宿服务;宾馆酒店;宾馆酒店,100100,117.1807935977134,39.14373100123595
B0JGBLBF1J,天津之眼逸扉酒店,住宿服务;宾馆酒店;宾馆酒店,100100,117.18693161839504,39.14877267642704
B001611197,天津海河假日酒店,住宿服务;宾馆酒店;四星级宾馆,100103,117.18383895165957,39.151736578641994
B0016164NV,天津金轩酒店式公寓(天津之眼店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18242950479339,39.14368293092725
B0LA6RCWAM,白玉兰酒店(天津之眼古文化街旅游区店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18768165194052,39.150531893007766
B0FFHX12H8,如家商旅酒店(天津狮子林桥古文化街店),住宿服务;宾馆酒店;宾馆酒店,100100,117.18621591546321,39.144773853650555
B0FFMA26YD,有巢公寓(天津之眼店),住宿服务;宾馆酒店;宾馆酒店|商务住宅;商务住宅相关;商务住宅相关,100100|120000,117.18774372199547,39.150795839795336
B001611VW7,99优选酒店(天津之眼古文化街店),住宿服务;宾馆酒店;经济型连锁酒店,100105,117.18974145738076,39.1472472961844
